run_index,y_pred,variance
1,2.3719,2.1389
1,2.2577,2.1652
1,2.1693,2.1999
1,2.1034,2.2372
1,2.0593,2.2712
1,2.0389,2.2965
1,2.0452,2.3087
1,2.08,2.3045
1,2.1411,2.2817
1,2.2215,2.239
1,2.3102,2.1763
1,2.3945,2.0948
1,2.4636,1.9969
1,2.5113,1.8871
1,2.5378,1.7708
1,2.5484,1.6539
1,2.5519,1.542
1,2.5573,1.4392
1,2.5717,1.347
1,2.5987,1.2647
1,2.6391,1.1895
1,2.6921,1.1175
1,2.757,1.0451
1,2.8345,0.97
1,2.9262,0.89193
1,3.034,0.81285
1,3.1586,0.73637
1,3.2982,0.66682
1,3.448,0.60811
1,3.601,0.56271
1,3.7494,0.53099
1,3.8861,0.5111
1,4.0058,0.49942
1,4.1055,0.49136
1,4.1842,0.48244
1,4.2422,0.46922
1,4.2802,0.44999
1,4.2991,0.42499
1,4.3002,0.39612
1,4.2857,0.36628
1,4.2585,0.33849
1,4.2223,0.31512
1,4.181,0.29736
1,4.1374,0.28517
1,4.0925,0.27748
1,4.0453,0.27283
1,3.9934,0.26982
1,3.9337,0.26758
1,3.8641,0.26585
1,3.7846,0.26486
1,3.6976,0.26496
1,3.6076,0.26623
1,3.5199,0.26833
1,3.4401,0.27047
1,3.3722,0.27164
1,3.3191,0.27097
1,3.2818,0.26805
1,3.2606,0.26306
1,3.2551,0.25674
1,3.2645,0.2501
1,3.2876,0.24413
1,3.3228,0.23946
1,3.3674,0.23627
1,3.4179,0.23436
1,3.4706,0.23341
1,3.5219,0.23327
1,3.5696,0.23422
1,3.6122,0.23693
1,3.65,0.24233
1,3.6834,0.25123
1,3.7136,0.26399
1,3.7408,0.28035
1,3.7653,0.29944
1,3.787,0.32008
1,3.806,0.34111
1,3.8228,0.36177
1,3.8381,0.38177
1,3.8525,0.40114
1,3.8655,0.4199
1,3.8753,0.43766
1,3.8787,0.45341
1,3.8721,0.46555
1,3.8529,0.47236
1,3.8209,0.47252
1,3.7791,0.46576
1,3.734,0.45318
1,3.6937,0.43722
1,3.6663,0.42117
1,3.6575,0.40841
1,3.6687,0.40157
1,3.6968,0.40192
1,3.7351,0.40908
1,3.7755,0.42131
1,3.8111,0.43604
1,3.8382,0.45062
1,3.8572,0.46294
1,3.8721,0.4719
1,3.8885,0.47739
1,3.9117,0.48011
1,3.9442,0.48119
1,3.9849,0.48174
1,4.0294,0.48257
1,4.0712,0.48401
1,4.1034,0.4859
1,4.1214,0.4877
1,4.1235,0.48864
1,4.1113,0.48792
1,4.0896,0.48492
1,4.0646,0.47931
1,4.0426,0.47118
1,4.029,0.46108
1,4.0274,0.44999
1,4.0396,0.43911
1,4.0657,0.42972
1,4.1048,0.42293
1,4.1548,0.4195
1,4.2132,0.41977
1,4.2772,0.42372
1,4.3436,0.43114
1,4.409,0.44172
1,4.4707,0.45523
1,4.5263,0.47145
1,4.5749,0.49006
1,4.6169,0.51051
1,4.654,0.53187
1,4.6891,0.55293
1,4.7259,0.57237
1,4.7677,0.58915
1,4.8175,0.6028
1,4.877,0.61373
1,4.9465,0.62321
1,5.0249,0.63316
1,5.1099,0.64572
1,5.1982,0.66275
1,5.2866,0.68544
1,5.372,0.71408
1,5.4522,0.7481
1,5.5262,0.78637
1,5.5943,0.82762
1,5.658,0.87075
1,5.7194,0.91513
1,5.7808,0.96056
1,5.844,1.0072
1,5.91,1.0551
1,5.9786,1.1044
1,6.0484,1.1547
1,6.1171,1.2055
1,6.1825,1.2561
1,6.2426,1.3059
1,6.2961,1.3543
1,6.3432,1.4011
1,6.385,1.446
1,6.4234,1.4887
1,6.4608,1.5289
1,6.4988,1.5657
1,6.5388,1.5985
1,6.5807,1.6263
1,6.6237,1.6484
1,6.6664,1.6646
1,6.7072,1.6748
1,6.7453,1.6794
1,6.7805,1.6793
1,6.8139,1.6754
1,6.8474,1.6688
1,6.8835,1.6607
1,6.9245,1.6524
1,6.9722,1.6449
1,7.0274,1.6394
1,7.0893,1.6369
1,7.1563,1.6381
1,7.226,1.6434
1,7.2957,1.6528
1,7.3633,1.6662
1,7.427,1.6828
1,7.4862,1.7019
1,7.5411,1.7224
1,7.5922,1.743
1,7.6409,1.7625
1,7.6885,1.7794
1,7.7364,1.7923
1,7.7865,1.8001
1,7.8403,1.8023
1,7.8996,1.799
1,7.9661,1.7914
1,8.0411,1.7813
1,8.1251,1.7716
1,8.2178,1.7653
1,8.3175,1.7655
1,8.4217,1.7748
1,8.5268,1.7947
1,8.6288,1.8256
1,8.7238,1.8671
1,8.8084,1.9176
1,8.8797,1.975
1,8.9358,2.037
1,8.9755,2.1011
1,8.9983,2.1652
1,9.0042,2.2275
1,8.9938,2.2865
1,8.9682,2.3415
1,8.9292,2.3921
1,8.8792,2.4385
1,8.8212,2.4812
1,8.7585,2.5208
1,8.6945,2.5579
1,8.6323,2.5926
1,8.5741,2.6248
1,8.5214,2.6534
1,8.4748,2.6772
1,8.4339,2.6948
1,8.3975,2.705
1,8.3639,2.7072
1,8.3311,2.7017
1,8.2968,2.6899
1,8.2589,2.6738
1,8.2151,2.6565
1,8.1634,2.6407
1,8.102,2.6293
1,8.0301,2.6241
1,7.9473,2.6259
1,7.8544,2.6345
1,7.753,2.6481
1,7.6458,2.6642
1,7.5357,2.6796
1,7.4262,2.6908
1,7.3205,2.6944
1,7.2211,2.6877
1,7.1293,2.6688
1,7.0453,2.6371
1,6.9676,2.593
1,6.8935,2.538
1,6.8196,2.4743
1,6.742,2.405
1,6.6578,2.3334
1,6.5653,2.2626
1,6.4649,2.1956
1,6.3589,2.135
1,6.2518,2.0827
1,6.149,2.0399
1,6.0558,2.0073
1,5.9769,1.9847
1,5.9147,1.9714
1,5.8697,1.9661
1,5.84,1.9673
1,5.8225,1.9729
1,5.8135,1.9809
1,5.8096,1.9891
1,5.8085,1.9955
1,5.8088,1.9983
1,5.81,1.9959
1,5.8114,1.9868
1,5.8119,1.9701
1,5.8091,1.9449
1,5.7994,1.911
1,5.7789,1.8682
1,5.7432,1.8168
1,5.6894,1.7573
1,5.616,1.6907
1,5.5241,1.6181
1,5.4163,1.5409
1,5.2973,1.4605
1,5.172,1.3787
1,5.0458,1.297
1,4.9233,1.2172
1,4.8082,1.1408
1,4.7033,1.0694
1,4.6102,1.0042
1,4.5302,0.94617
1,4.4634,0.89585
1,4.409,0.85322
1,4.365,0.81765
1,4.3282,0.78799
1,4.2939,0.76267
1,4.2569,0.74002
1,4.2116,0.71852
1,4.1533,0.69717
1,4.0792,0.67566
1,3.989,0.65455
1,3.8852,0.63508
1,3.7729,0.61903
1,3.659,0.60831
1,3.5512,0.6046
1,3.4568,0.60898
1,3.3814,0.62172
1,3.3283,0.64219
1,3.298,0.66897
1,3.2886,0.70007
1,3.2959,0.73324
1,3.3148,0.76628
1,3.3398,0.79729
1,3.3656,0.82492
1,3.3884,0.84836
1,3.4057,0.86734
1,3.4164,0.88204
1,3.421,0.89294
1,3.4209,0.90065
1,3.4179,0.90586
1,3.4142,0.90919
1,3.4116,0.91115
1,3.4116,0.91209
1,3.4155,0.91215
1,3.4238,0.91128
1,3.4373,0.90927
1,3.457,0.90582
1,3.484,0.9007
1,3.5201,0.89385
1,3.5673,0.88561
1,3.6278,0.87675
1,3.7035,0.86854
1,3.7956,0.86259
1,3.9045,0.86064
1,4.0294,0.86424
1,4.1683,0.87448
1,4.318,0.89169
1,4.4746,0.91537
1,4.6337,0.94425
1,4.7906,0.97647
1,4.9407,1.0099
1,5.0803,1.0424
1,5.2061,1.0724
1,5.3161,1.0986
1,5.4092,1.1203
1,5.4858,1.1376
1,5.5469,1.1509
1,5.5944,1.1608
1,5.6302,1.1682
1,5.6564,1.1739
1,5.6744,1.1786
1,5.6855,1.1828
1,5.6904,1.1868
1,5.6903,1.1906
1,5.6867,1.194
1,5.6824,1.1966
1,5.681,1.1979
1,5.687,1.1975
1,5.7048,1.1953
1,5.738,1.1912
1,5.7885,1.1857
1,5.856,1.1794
1,5.9375,1.1732
1,6.0285,1.1677
1,6.1228,1.1634
1,6.2148,1.1603
1,6.2992,1.1579
1,6.3726,1.1551
1,6.4333,1.1506
1,6.4809,1.1427
1,6.5159,1.1298
1,6.5387,1.1106
1,6.5498,1.0843
1,6.5487,1.0507
1,6.5353,1.0104
1,6.5092,0.96486
1,6.4713,0.91599
1,6.4233,0.86636
1,6.3681,0.81877
1,6.3099,0.77604
1,6.2529,0.74071
1,6.2012,0.71476
1,6.1581,0.69935
1,6.1255,0.69467
1,6.1041,0.6999
1,6.0932,0.71333
1,6.0911,0.73253
1,6.0955,0.75473
1,6.1037,0.77713
1,6.1129,0.79734
1,6.1203,0.81361
1,6.1234,0.82509
1,6.1196,0.83184
1,6.1064,0.83474
1,6.082,0.83529
1,6.0449,0.83528
1,5.9948,0.83642
1,5.933,0.84005
1,5.8623,0.84686
1,5.7874,0.8568
1,5.7142,0.86913
1,5.6494,0.88255
1,5.5986,0.89546
1,5.5659,0.90632
1,5.5523,0.91382
1,5.5557,0.91717
1,5.5708,0.91611
1,5.59,0.9109
1,5.6056,0.90221
1,5.6108,0.89095
1,5.6013,0.87808
1,5.576,0.86444
1,5.537,0.85067
1,5.4884,0.83713
1,5.4351,0.82393
1,5.3814,0.81096
1,5.3302,0.79795
1,5.2826,0.78457
1,5.2385,0.77054
1,5.197,0.75565
1,5.158,0.7399
1,5.1222,0.72346
1,5.0913,0.70666
1,5.0675,0.68992
1,5.0529,0.67368
1,5.0485,0.65829
1,5.0539,0.64394
1,5.0669,0.63067
1,5.0845,0.61835
1,5.1029,0.60681
1,5.1187,0.59581
1,5.1294,0.58518
1,5.1333,0.57477
1,5.1297,0.56442
1,5.1187,0.55396
1,5.1006,0.54313
1,5.0759,0.53163
1,5.0455,0.51914
1,5.0108,0.50545
1,4.9738,0.49054
1,4.9372,0.47469
1,4.9047,0.4585
1,4.8802,0.44282
1,4.8678,0.42861
1,4.8705,0.41677
1,4.8905,0.40797
1,4.928,0.40249
1,4.9815,0.40017
1,5.0479,0.40048
1,5.1228,0.40259
1,5.2016,0.40553
1,5.2804,0.40836
1,5.3561,0.41028
1,5.4276,0.41076
1,5.4951,0.40948
1,5.5598,0.40643
1,5.6236,0.40182
1,5.6874,0.39601
1,5.7516,0.38952
1,5.8156,0.38291
1,5.878,0.37676
1,5.938,0.37159
1,5.9957,0.36777
1,6.0528,0.36552
1,6.1122,0.36485
1,6.1773,0.36554
1,6.2511,0.36726
1,6.3347,0.36954
1,6.4271,0.37194
1,6.5247,0.37409
1,6.6223,0.37577
1,6.7144,0.37695
1,6.796,0.3778
1,6.8638,0.37862
1,6.9169,0.37984
1,6.9561,0.38192
1,6.9836,0.3853
1,7.0022,0.39037
1,7.0148,0.39745
1,7.0238,0.40683
1,7.031,0.41877
1,7.0382,0.43364
1,7.0464,0.45197
1,7.0561,0.47447
1,7.0666,0.50208
1,7.0763,0.53585
1,7.0821,0.57684
1,7.0798,0.62591
1,7.0644,0.6835
1,7.0311,0.74943
1,6.9757,0.82282
1,6.8953,0.90201
1,6.7891,0.98473
1,6.6585,1.0683
1,6.5077,1.1497
1,6.3434,1.2261
1,6.1747,1.2952
1,6.012,1.3549
1,5.8653,1.404
1,5.742,1.4418
1,5.6453,1.4686
1,5.5725,1.4852
1,5.5155,1.4928
1,5.462,1.4931
1,5.399,1.4881
1,5.3163,1.4797
1,5.2095,1.4697
1,5.0813,1.4596
1,4.9407,1.4509
1,4.7998,1.4447
1,4.6695,1.4423
1,4.5564,1.4449
1,4.4605,1.4542
1,4.3763,1.4724
1,4.2962,1.5021
1,4.215,1.5463
1,4.134,1.608
1,4.0629,1.6902
1,4.0185,1.7952
1,4.0206,1.9246
1,4.0867,2.0786
1,4.2264,2.2561
1,4.4388,2.4549
1,4.7122,2.6714
1,5.0275,2.9014
1,5.3631,3.1403
1,5.6995,3.3836
1,6.0233,3.6272
1,6.3276,3.8679
1,6.6115,4.1034
1,6.8768,4.3322
1,7.1259,4.5532
1,7.3601,4.7656
1,7.5795,4.9687
1,7.784,5.1611
1,7.9741,5.341
1,8.1524,5.5064
1,8.3222,5.655
1,8.4865,5.7848
1,8.6466,5.8947
1,8.8002,5.9847
1,8.9416,6.0562
1,9.0633,6.112
1,9.1577,6.1561
1,9.2195,6.1931
1,9.2473,6.2276
1,9.2445,6.264
1,9.2188,6.3054
1,9.1809,6.3536
1,9.1437,6.409
1,9.1203,6.4706
1,9.1233,6.5359
1,9.163,6.6019
1,9.2462,6.6649
1,9.3738,6.721
1,9.5402,6.7667
1,9.7321,6.7986
1,9.9307,6.8146
1,10.114,6.8131
1,10.26,6.7942
1,10.353,6.7587
1,10.387,6.7085
1,10.362,6.6466
1,10.287,6.5762
1,10.174,6.5006
1,10.036,6.4228
1,9.8789,6.3455
1,9.7077,6.2704
1,9.5225,6.1986
1,9.3241,6.1307
1,9.1159,6.0668
1,8.9064,6.0074
1,8.7078,5.9527
1,8.5338,5.9032
1,8.3959,5.8593
1,8.3006,5.8209
1,8.2483,5.7876
1,8.2344,5.7578
1,8.2524,5.7289
1,8.2968,5.6976
1,8.3652,5.6595
1,8.4582,5.61
1,8.5767,5.5443
1,8.7185,5.4582
1,8.8758,5.3483
1,9.034,5.2124
1,9.1739,5.0497
1,9.2758,4.8612
1,9.3244,4.6492
1,9.3127,4.4176
1,9.2439,4.1713
1,9.1302,3.9163
1,8.9886,3.6589
1,8.8373,3.4055
1,8.691,3.1619
1,8.5599,2.9331
1,8.4488,2.7225
1,8.3595,2.5324
1,8.2924,2.3634
1,8.2479,2.2151
1,8.226,2.0861
1,8.2256,1.9751
1,8.2427,1.8808
1,8.27,1.8027
1,8.2975,1.7409
1,8.3143,1.6962
1,8.3115,1.6695
1,8.2845,1.6615
1,8.2336,1.672
1,8.1644,1.6998
1,8.085,1.7423
1,8.004,1.7964
1,7.9286,1.8579
1,7.863,1.9228
1,7.8094,1.9873
1,7.7681,2.0483
1,7.7393,2.1038
1,7.723,2.1523
1,7.7195,2.1935
1,7.7278,2.2278
1,7.745,2.2558
1,7.7656,2.279
1,7.7823,2.2985
1,7.787,2.316
1,7.7725,2.3326
1,7.7341,2.3488
1,7.6703,2.3644
1,7.5826,2.3781
1,7.4749,2.3877
1,7.3518,2.3902
1,7.2177,2.3824
1,7.0765,2.3613
1,6.9308,2.325
1,6.7828,2.2734
1,6.6343,2.2079
1,6.4861,2.1318
1,6.3386,2.05
1,6.1914,1.9681
1,6.0433,1.8918
1,5.8933,1.826
1,5.7418,1.7745
1,5.5909,1.7396
1,5.4458,1.7221
1,5.3138,1.7213
1,5.2038,1.7356
1,5.1237,1.7629
1,5.0793,1.8005
1,5.0727,1.8454
1,5.1016,1.8948
1,5.1599,1.9458
1,5.2387,1.9955
1,5.3278,2.0413
1,5.4169,2.0811
1,5.4966,2.1135
1,5.5596,2.1375
1,5.6005,2.1532
1,5.6171,2.1615
1,5.6106,2.1639
1,5.5857,2.1621
1,5.5504,2.1579
1,5.5147,2.1525
1,5.4887,2.1468
1,5.4808,2.1408
1,5.4956,2.134
1,5.5332,2.1255
1,5.5895,2.1145
1,5.6577,2.1004
1,5.7303,2.0828
1,5.801,2.0614
1,5.866,2.0361
1,5.9243,2.006
1,5.9763,1.9698
1,6.0234,1.9255
1,6.0665,1.8705
1,6.1059,1.8024
1,6.1422,1.7197
1,6.1769,1.6223
1,6.2133,1.5121
1,6.2564,1.3929
1,6.3122,1.2703
1,6.385,1.1507
1,6.4759,1.0404
1,6.5813,0.94455
1,6.6927,0.86641
1,6.7988,0.80692
1,6.8881,0.7649
1,6.9525,0.73751
1,6.9892,0.72096
1,7.0024,0.71129
1,7.0016,0.70495
1,6.9996,0.6992
1,7.0087,0.69222
1,7.0377,0.68301
1,7.0903,0.67124
1,7.1646,0.65702
1,7.2545,0.64081
1,7.3517,0.62325
1,7.4485,0.60521
1,7.5394,0.58765
1,7.6215,0.57158
1,7.6946,0.55793
1,7.7599,0.54738
1,7.8186,0.54026
1,7.8705,0.5366
1,7.914,0.53621
1,7.946,0.53888
1,7.963,0.54456
1,7.962,0.55346
1,7.941,0.56598
1,7.9001,0.58243
1,7.8409,0.60265
1,7.7659,0.62577
1,7.6783,0.64996
1,7.5811,0.67264
1,7.4772,0.69088
1,7.3694,0.702
1,7.2613,0.7043
1,7.1572,0.69754
1,7.0627,0.68313
1,6.9839,0.66383
1,6.9261,0.64322
1,6.8929,0.62485
1,6.8837,0.61148
1,6.8936,0.60453
1,6.9134,0.60398
1,6.9304,0.60864
1,6.9311,0.61671
1,6.9037,0.62655
1,6.8404,0.6372
1,6.7392,0.64884
1,6.6036,0.66273
1,6.442,0.68099
1,6.2652,0.70619
1,6.0841,0.74083
1,5.9078,0.78712
1,5.7423,0.84671
1,5.5905,0.92068
1,5.4527,1.0095
1,5.3286,1.1129
1,5.2181,1.2297
1,5.1225,1.357
1,5.0448,1.4904
1,4.9893,1.6232
1,4.9606,1.7471
1,4.9632,1.8527
1,4.9996,1.9309
1,5.0711,1.9741
1,5.1767,1.9784
1,5.3136,1.9437
1,5.478,1.8751
1,5.6649,1.7817
1,5.8684,1.6757
1,6.082,1.5708
1,6.2979,1.48
1,6.5068,1.4138
1,6.6976,1.3795
1,6.8577,1.3801
1,6.9737,1.4148
1,7.0333,1.4802
1,7.0267,1.5708
1,6.9493,1.6809
1,6.803,1.8052
1,6.5968,1.9396
1,6.3459,2.0812
1,6.069,2.2282
1,5.7852,2.3796
1,5.5099,2.5342
1,5.2524,2.6908
1,5.0147,2.8474
1,4.7924,3.0016
1,4.578,3.1502
1,4.3641,3.2898
1,4.1479,3.4168
1,3.9324,3.5278
1,3.7276,3.6199
1,3.5474,3.6906
1,3.406,3.7382
1,3.3141,3.7616
1,3.2747,3.7606
1,3.2821,3.7357
1,3.3219,3.6881
1,3.3744,3.6202
1,3.418,3.5349
1,3.4332,3.436
1,3.4061,3.3281
1,3.3298,3.2164
1,3.2043,3.1063
1,3.0359,3.0035
1,2.8348,2.9134
1,2.6135,2.8411
1,2.3853,2.7904
1,2.1631,2.7643
1,1.9587,2.764
1,1.782,2.7893
1,1.6409,2.8382
1,1.5396,2.9078
1,1.479,2.9939
1,1.456,3.0921
1,1.4637,3.1981
1,1.4932,3.3078
1,1.5348,3.4178
1,1.58,3.525
1,1.6228,3.6266
1,1.6611,3.72
1,1.696,3.8021
1,1.7316,3.8702
1,1.7732,3.9214
1,1.8259,3.9537
1,1.8935,3.9657
1,1.9778,3.9578
1,2.0786,3.9317
1,2.1942,3.891
1,2.3218,3.8404
1,2.4582,3.7857
1,2.5996,3.7325
1,2.7423,3.686
1,2.8817,3.6505
1,3.013,3.6286
1,3.1311,3.622
1,3.2315,3.631
1,3.3109,3.6555
1,3.3682,3.6948
1,3.4046,3.7483
1,3.4237,3.8153
1,3.4301,3.8951
1,3.4285,3.9871
1,3.4225,4.0898
1,3.4141,4.2015
1,3.4034,4.3195
1,3.3896,4.4403
1,3.3721,4.5598
1,3.3517,4.6735
1,3.331,4.7767
1,3.314,4.8646
1,3.3049,4.9331
1,3.3068,4.9784
1,3.3198,4.9978
1,3.3406,4.9896
1,3.3623,4.9535
1,3.3761,4.8906
2,4.7041,0.78786
2,4.7137,0.74186
2,4.7007,0.70013
2,4.6677,0.66156
2,4.6196,0.62491
2,4.5623,0.58905
2,4.5017,0.55323
2,4.4425,0.51729
2,4.388,0.48167
2,4.3402,0.44734
2,4.3011,0.41554
2,4.2722,0.38754
2,4.2559,0.36432
2,4.2542,0.34644
2,4.2689,0.3339
2,4.2999,0.32622
2,4.3454,0.32257
2,4.4013,0.32193
2,4.462,0.32328
2,4.5216,0.3257
2,4.5754,0.32847
2,4.6212,0.33105
2,4.6597,0.33306
2,4.6946,0.33426
2,4.7317,0.33452
2,4.7775,0.33377
2,4.8379,0.33207
2,4.9175,0.32955
2,5.019,0.32643
2,5.1429,0.32294
2,5.2884,0.31933
2,5.4533,0.31579
2,5.6344,0.31249
2,5.8281,0.30968
2,6.0302,0.30783
2,6.2361,0.30778
2,6.4417,0.31095
2,6.6432,0.31935
2,6.8377,0.3355
2,7.0237,0.36218
2,7.2007,0.40204
2,7.3696,0.45708
2,7.5317,0.52827
2,7.689,0.61524
2,7.8438,0.71624
2,7.9984,0.82831
2,8.1551,0.9476
2,8.3156,1.0699
2,8.4804,1.191
2,8.6482,1.3073
2,8.8154,1.4158
2,8.9759,1.5147
2,9.1222,1.6032
2,9.2462,1.6816
2,9.3416,1.7516
2,9.405,1.8155
2,9.4372,1.8762
2,9.4429,1.9366
2,9.4289,1.9991
2,9.403,2.0649
2,9.3712,2.1341
2,9.3368,2.2056
2,9.3002,2.2769
2,9.2598,2.3453
2,9.2135,2.4081
2,9.1602,2.4632
2,9.1011,2.5093
2,9.039,2.5462
2,8.9777,2.5744
2,8.9204,2.595
2,8.8689,2.6088
2,8.8226,2.6167
2,8.7798,2.619
2,8.7378,2.6157
2,8.6946,2.6068
2,8.6489,2.5921
2,8.6001,2.5715
2,8.5472,2.5451
2,8.4876,2.5135
2,8.4165,2.4774
2,8.327,2.4378
2,8.2113,2.3963
2,8.0623,2.3544
2,7.8754,2.3145
2,7.6494,2.2785
2,7.3868,2.2486
2,7.0929,2.2264
2,6.7751,2.2128
2,6.4418,2.2079
2,6.102,2.2112
2,5.7651,2.2213
2,5.4414,2.2366
2,5.1411,2.2552
2,4.8729,2.2752
2,4.6429,2.2945
2,4.4515,2.311
2,4.2931,2.3224
2,4.1559,2.3264
2,4.0245,2.3211
2,3.8834,2.3055
2,3.7212,2.2802
2,3.5335,2.2474
2,3.3244,2.2111
2,3.1044,2.1767
2,2.8877,2.1494
2,2.6879,2.1338
2,2.5142,2.1328
2,2.3707,2.1466
2,2.2564,2.1728
2,2.1679,2.2071
2,2.1021,2.2439
2,2.0581,2.2772
2,2.038,2.3018
2,2.0446,2.3132
2,2.0798,2.3082
2,2.1413,2.2846
2,2.2221,2.2412
2,2.3109,2.1778
2,2.3953,2.0956
2,2.4644,1.9973
2,2.5121,1.8871
2,2.5385,1.7704
2,2.549,1.6534
2,2.5523,1.5414
2,2.5577,1.4386
2,2.572,1.3465
2,2.599,1.2643
2,2.6395,1.1892
2,2.6926,1.1173
2,2.7579,1.045
2,2.8356,0.96982
2,2.9277,0.89167
2,3.0358,0.8125
2,3.1606,0.73594
2,3.3003,0.66634
2,3.4501,0.60762
2,3.603,0.56224
2,3.7512,0.53057
2,3.8876,0.51076
2,4.007,0.49914
2,4.1064,0.49113
2,4.1849,0.4822
2,4.2426,0.46893
2,4.2804,0.44962
2,4.2991,0.42452
2,4.3001,0.39557
2,4.2855,0.3657
2,4.2583,0.33798
2,4.2222,0.31479
2,4.1811,0.29732
2,4.1376,0.2855
2,4.0929,0.27825
2,4.0458,0.27402
2,3.9938,0.27137
2,3.9339,0.26939
2,3.8639,0.26779
2,3.784,0.26681
2,3.6965,0.26682
2,3.6061,0.26794
2,3.5183,0.26988
2,3.4385,0.27188
2,3.371,0.27296
2,3.3183,0.27223
2,3.2816,0.26926
2,3.2608,0.26422
2,3.2555,0.25781
2,3.2649,0.25105
2,3.288,0.2449
2,3.323,0.24002
2,3.3673,0.23662
2,3.4177,0.23451
2,3.4703,0.23341
2,3.5218,0.2332
2,3.5697,0.23412
2,3.6127,0.23687
2,3.6507,0.24234
2,3.6845,0.25132
2,3.7148,0.26415
2,3.7422,0.28056
2,3.7667,0.29968
2,3.7883,0.32033
2,3.807,0.34136
2,3.8235,0.36203
2,3.8386,0.38205
2,3.8527,0.40147
2,3.8655,0.42034
2,3.8751,0.43827
2,3.8785,0.45426
2,3.8719,0.46672
2,3.8527,0.47391
2,3.8208,0.47451
2,3.7791,0.46823
2,3.734,0.45614
2,3.6937,0.44064
2,3.6663,0.42499
2,3.6574,0.41254
2,3.6685,0.40591
2,3.6965,0.40635
2,3.7348,0.41348
2,3.7753,0.42555
2,3.8109,0.44
2,3.8381,0.4542
2,3.8572,0.46606
2,3.872,0.47451
2,3.8884,0.47948
2,3.9114,0.48172
2,3.9438,0.48237
2,3.9845,0.48259
2,4.029,0.48319
2,4.0707,0.4845
2,4.103,0.48634
2,4.121,0.48813
2,4.1231,0.48908
2,4.1109,0.48837
2,4.0892,0.48534
2,4.0641,0.47969
2,4.0421,0.47151
2,4.0286,0.46139
2,4.0271,0.4503
2,4.0395,0.43949
2,4.0658,0.43023
2,4.1049,0.42363
2,4.1549,0.42042
2,4.2132,0.42091
2,4.277,0.42506
2,4.3431,0.43261
2,4.4084,0.44326
2,4.47,0.45676
2,4.5257,0.4729
2,4.5745,0.49139
2,4.6168,0.51168
2,4.6542,0.53288
2,4.6896,0.55379
2,4.7266,0.57309
2,4.7685,0.58975
2,4.8183,0.6033
2,4.8776,0.61415
2,4.9469,0.62357
2,5.025,0.63346
2,5.1097,0.64597
2,5.1978,0.66296
2,5.286,0.68563
2,5.3713,0.71427
2,5.4516,0.74833
2,5.5257,0.78671
2,5.594,0.82812
2,5.6579,0.8715
2,5.7195,0.91623
2,5.781,0.96213
2,5.8444,1.0093
2,5.9105,1.058
2,5.979,1.108
2,6.0487,1.1592
2,6.1174,1.2108
2,6.1827,1.2622
2,6.2426,1.3127
2,6.2961,1.3618
